DISTRICT,YEAR,PER_TURN_ALL,PER_TURN_INEXP,NUM_TEACH,NUM_TEACH_INEXP,PER_TEACH_INEXP,NUM_TEACH_EXP,PER_TEACH_EXP,PER_FREE_LUNCH,PER_REDUCED_LUNCH,PER_FRPL,K12,ATTENDANCE_RATE,PER_ELL,PER_BLACK,PER_HISP,PER_ASIAN,PER_WHITE,PER_SWD,PER_STATE_LOCAL_EXP,PER_FED_STATE_LOCAL_EXP,NUM_TOT_TURN,NUM_INEXP_TURN,NUM_EXP_TURN,PER_TURN_EXP
CHESTER UFSD,2022,0.09,0.13,89.0,19.0,21.0,70.0,78.65168539325843,35.0,5.0,40.0,965.0,92.0,4.0,13.0,36.0,5.0,44.0,18.0,25313.0,25950.0,8.01,2.47,5.539999999999999,0.07914285714285713
CORNWALL CSD,2022,0.12,0.39,227.0,14.0,6.0,213.0,93.83259911894272,17.0,2.0,19.0,3000.0,94.0,2.0,7.0,23.0,6.0,60.0,14.0,20068.0,21108.0,27.24,5.46,21.779999999999998,0.10225352112676055
PINE BUSH CSD,2022,0.1,0.1,356.0,74.0,21.0,282.0,79.21348314606742,45.0,8.0,53.0,4635.0,92.0,4.0,11.0,15.0,2.0,69.0,16.0,19775.0,21352.0,35.6,7.4,28.200000000000003,0.1
GOSHEN CSD,2022,0.15,0.44,231.0,40.0,17.0,191.0,82.68398268398268,24.0,2.0,26.0,2861.0,93.0,4.0,5.0,17.0,4.0,72.0,14.0,21985.0,22588.0,34.65,17.6,17.049999999999997,0.08926701570680627
HIGHLAND FALLS CSD,2022,0.11,0.25,104.0,13.0,13.0,91.0,87.5,36.0,4.0,40.0,949.0,92.0,7.0,11.0,30.0,2.0,53.0,18.0,24298.0,25584.0,11.44,3.25,8.19,0.09
MIDDLETOWN CITY SD,2022,0.1,0.15,640.0,111.0,17.0,529.0,82.65625,71.0,4.0,75.0,7259.0,90.0,13.0,22.0,60.0,3.0,11.0,16.0,21675.0,23071.0,64.0,16.65,47.35,0.08950850661625709
MINISINK VALLEY CSD,2022,0.12,0.18,279.0,19.0,7.0,260.0,93.1899641577061,25.0,5.0,30.0,3400.0,93.0,2.0,6.0,21.0,2.0,71.0,15.0,19997.0,21498.0,33.48,3.42,30.059999999999995,0.11561538461538459
MONROE-WOODBURY CSD,2022,0.05,0.11,531.0,91.0,17.0,440.0,82.86252354048965,33.0,4.0,37.0,6529.0,92.0,7.0,10.0,40.0,7.0,40.0,17.0,22066.0,24155.0,26.55,10.01,16.54,0.03759090909090909
KIRYAS JOEL VILLAGE UFSD,2022,0.15,0.17,27.0,10.0,37.0,17.0,62.96296296296296,86.0,0.0,86.0,164.0,93.0,77.0,0.0,0.0,0.0,100.0,100.0,67301.0,114636.0,4.05,1.7000000000000002,2.3499999999999996,0.13823529411764704
VALLEY CSD (MONTGOMERY),2022,0.1,0.23,356.0,24.0,7.0,332.0,93.25842696629213,34.0,4.0,38.0,3997.0,93.0,2.0,8.0,29.0,2.0,56.0,19.0,23004.0,24173.0,35.6,5.5200000000000005,30.080000000000002,0.09060240963855422
NEWBURGH CITY SD,2022,0.07,0.13,937.0,131.0,14.0,806.0,86.01921024546425,55.0,0.0,55.0,10444.0,89.0,17.0,21.0,57.0,2.0,15.0,16.0,22238.0,23888.0,65.59,17.03,48.56,0.06024813895781638
PORT JERVIS CITY SD,2022,0.07,0.23,228.0,33.0,14.0,195.0,85.52631578947368,54.0,1.0,55.0,2371.0,89.0,1.0,9.0,18.0,2.0,64.0,22.0,22571.0,24291.0,15.96,7.590000000000001,8.370000000000001,0.042923076923076925
TUXEDO UFSD,2022,0.2,0.11,35.0,0.0,0.0,35.0,100.0,27.0,4.0,31.0,221.0,94.0,7.0,12.0,28.0,3.0,57.0,18.0,52221.0,54272.0,7.0,0.0,7.0,0.2
WARWICK VALLEY CSD,2022,0.08,0.2,285.0,38.0,13.0,247.0,86.66666666666667,16.0,1.0,17.0,3638.0,93.0,1.0,4.0,17.0,2.0,72.0,14.0,20294.0,21356.0,22.8,7.6000000000000005,15.2,0.061538461538461535
GREENWOOD LAKE UFSD,2022,0.13,0.33,50.0,5.0,10.0,45.0,90.0,21.0,1.0,22.0,444.0,93.0,4.0,2.0,27.0,3.0,65.0,16.0,39958.0,41034.0,6.5,1.6500000000000001,4.85,0.10777777777777776
FLORIDA UFSD,2022,0.07,0.25,74.0,7.0,9.0,67.0,90.54054054054053,29.0,1.0,30.0,716.0,94.0,4.0,6.0,28.0,3.0,60.0,15.0,26726.0,28316.0,5.180000000000001,1.75,3.4300000000000006,0.05119402985074628
ALBION CSD,2022,0.05,0.11,147.0,15.0,10.0,132.0,89.79591836734694,51.0,5.0,56.0,1686.0,90.0,2.0,12.0,12.0,1.0,74.0,12.0,14916.0,17240.0,7.3500000000000005,1.65,5.700000000000001,0.04318181818181819
KENDALL CSD,2022,0.1,0.2,72.0,14.0,19.0,58.0,80.55555555555556,43.0,6.0,49.0,679.0,92.0,0.0,0.0,6.0,0.0,90.0,17.0,17485.0,19418.0,7.2,2.8000000000000003,4.4,0.07586206896551725
HOLLEY CSD,2022,0.1,0.1,91.0,13.0,14.0,78.0,85.71428571428571,52.0,5.0,57.0,920.0,90.0,1.0,2.0,8.0,1.0,85.0,15.0,19385.0,20664.0,9.1,1.3,7.8,0.09999999999999999
MEDINA CSD,2022,0.12,0.27,128.0,17.0,13.0,111.0,86.71875,44.0,9.0,53.0,1301.0,89.0,1.0,4.0,7.0,0.0,78.0,12.0,20671.0,23568.0,15.36,4.59,10.77,0.09702702702702702
LYNDONVILLE CSD,2022,0.24,0.63,38.0,6.0,16.0,32.0,84.21052631578947,46.0,7.0,53.0,555.0,92.0,1.0,0.0,6.0,1.0,89.0,15.0,21141.0,23145.0,9.12,3.7800000000000002,5.339999999999999,0.16687499999999997
ALTMAR-PARISH-WILLIAMSTOWN CSD,2022,0.14,0.11,101.0,27.0,27.0,74.0,73.26732673267327,57.0,0.0,57.0,999.0,89.0,0.0,1.0,2.0,0.0,93.0,22.0,24358.0,26487.0,14.14,2.97,11.17,0.15094594594594596
FULTON CITY SD,2022,0.1,0.18,270.0,65.0,24.0,205.0,75.92592592592592,52.0,1.0,53.0,3124.0,89.0,1.0,1.0,6.0,0.0,89.0,19.0,19871.0,22828.0,27.0,11.7,15.3,0.07463414634146341
HANNIBAL CSD,2022,0.12,0.2,111.0,30.0,27.0,81.0,72.97297297297297,68.0,2.0,70.0,1132.0,88.0,1.0,0.0,2.0,0.0,97.0,16.0,20317.0,22518.0,13.32,6.0,7.32,0.09037037037037038
CENTRAL SQUARE CSD,2022,0.1,0.37,273.0,29.0,11.0,244.0,89.37728937728939,43.0,3.0,46.0,3439.0,91.0,0.0,1.0,2.0,0.0,94.0,16.0,17718.0,19627.0,27.3,10.73,16.57,0.06790983606557377
MEXICO CSD,2022,0.12,0.05,168.0,11.0,7.0,157.0,93.45238095238095,47.0,5.0,52.0,1860.0,90.0,0.0,1.0,2.0,0.0,94.0,18.0,22511.0,23637.0,20.16,0.55,19.61,0.1249044585987261
OSWEGO CITY SD,2022,0.07,0.11,283.0,48.0,17.0,235.0,83.03886925795054,43.0,3.0,46.0,3460.0,88.0,1.0,1.0,5.0,1.0,89.0,17.0,20682.0,22978.0,19.810000000000002,5.28,14.530000000000001,0.06182978723404256
PULASKI CSD,2022,0.1,0.0,81.0,4.0,5.0,77.0,95.06172839506173,45.0,1.0,46.0,902.0,92.0,0.0,0.0,2.0,1.0,96.0,16.0,20856.0,22821.0,8.1,0.0,8.1,0.10519480519480519
SANDY CREEK CSD,2022,0.07,0.0,71.0,1.0,1.0,70.0,98.59154929577466,48.0,2.0,50.0,742.0,94.0,0.0,0.0,1.0,1.0,96.0,12.0,21737.0,23665.0,4.970000000000001,0.0,4.970000000000001,0.07100000000000001
PHOENIX CSD,2022,0.09,0.09,150.0,26.0,17.0,124.0,82.66666666666667,53.0,3.0,56.0,1643.0,90.0,0.0,1.0,1.0,0.0,95.0,10.0,20856.0,23108.0,13.5,2.34,11.16,0.09
GILBERTSVILLE-MOUNT UPTON CSD,2022,0.26,1.0,34.0,8.0,24.0,26.0,76.47058823529412,47.0,3.0,50.0,326.0,99.0,0.0,0.0,2.0,0.0,96.0,16.0,20173.0,23967.0,8.84,8.0,0.8399999999999999,0.0323076923076923
EDMESTON CSD,2022,0.17,0.38,42.0,8.0,19.0,34.0,80.95238095238095,33.0,2.0,35.0,344.0,95.0,0.0,1.0,1.0,2.0,94.0,8.0,22366.0,23796.0,7.140000000000001,3.04,4.1000000000000005,0.12058823529411766
LAURENS CSD,2022,0.15,0.29,38.0,8.0,21.0,30.0,78.94736842105263,53.0,8.0,61.0,296.0,92.0,1.0,3.0,8.0,0.0,89.0,18.0,21267.0,24202.0,5.7,2.32,3.3800000000000003,0.11266666666666668
SCHENEVUS CSD,2022,0.2,0.3,26.0,13.0,50.0,13.0,50.0,35.0,6.0,41.0,254.0,90.0,0.0,2.0,1.0,0.0,95.0,15.0,25157.0,27479.0,5.2,3.9,1.3000000000000003,0.10000000000000002
MILFORD CSD,2022,0.1,0.0,44.0,4.0,9.0,40.0,90.9090909090909,39.0,6.0,45.0,358.0,93.0,1.0,1.0,2.0,1.0,95.0,18.0,22959.0,24609.0,4.4,0.0,4.4,0.11000000000000001
MORRIS CSD,2022,0.23,0.14,39.0,6.0,15.0,33.0,84.61538461538461,43.0,1.0,44.0,308.0,91.0,0.0,0.0,4.0,2.0,92.0,22.0,24507.0,25825.0,8.97,0.8400000000000001,8.13,0.2463636363636364
ONEONTA CITY SD,2022,0.09,0.27,159.0,20.0,13.0,139.0,87.42138364779875,24.0,2.0,26.0,1592.0,91.0,1.0,6.0,9.0,3.0,78.0,19.0,20449.0,22113.0,14.309999999999999,5.4,8.909999999999998,0.06410071942446043
OTEGO-UNADILLA CSD,2022,0.17,0.33,64.0,6.0,9.0,58.0,90.625,38.0,2.0,40.0,686.0,91.0,0.0,2.0,5.0,1.0,88.0,15.0,21925.0,24327.0,10.88,1.98,8.9,0.15344827586206897
COOPERSTOWN CSD,2022,0.1,0.0,57.0,3.0,5.0,54.0,94.73684210526315,24.0,2.0,26.0,804.0,92.0,1.0,1.0,3.0,6.0,88.0,12.0,19156.0,20265.0,5.7,0.0,5.7,0.10555555555555556
RICHFIELD SPRINGS CSD,2022,0.19,0.44,51.0,8.0,16.0,43.0,84.31372549019608,49.0,4.0,53.0,405.0,93.0,0.0,0.0,3.0,0.0,95.0,22.0,24681.0,25888.0,9.69,3.52,6.17,0.14348837209302326
CHERRY VALLEY-SPRINGFIELD CSD,2022,0.27,0.42,43.0,11.0,26.0,32.0,74.4186046511628,39.0,1.0,40.0,416.0,92.0,0.0,0.0,2.0,0.0,93.0,17.0,23671.0,26371.0,11.610000000000001,4.62,6.990000000000001,0.21843750000000003
WORCESTER CSD,2022,0.09,0.0,31.0,2.0,6.0,29.0,93.54838709677419,35.0,7.0,42.0,298.0,86.0,0.0,0.0,4.0,0.0,96.0,17.0,20992.0,25212.0,2.79,0.0,2.79,0.09620689655172414
MAHOPAC CSD,2022,0.05,0.14,370.0,26.0,7.0,344.0,92.97297297297298,18.0,0.0,18.0,3813.0,94.0,5.0,2.0,25.0,2.0,69.0,20.0,27595.0,28903.0,18.5,3.6400000000000006,14.86,0.04319767441860465
CARMEL CSD,2022,0.1,0.32,317.0,28.0,9.0,289.0,91.16719242902208,29.0,2.0,31.0,3788.0,94.0,5.0,3.0,33.0,2.0,58.0,17.0,28928.0,30371.0,31.700000000000003,8.96,22.740000000000002,0.07868512110726644
HALDANE CSD,2022,0.08,0.25,77.0,4.0,5.0,73.0,94.8051948051948,12.0,2.0,14.0,777.0,95.0,2.0,2.0,11.0,3.0,82.0,12.0,28006.0,28517.0,6.16,1.0,5.16,0.07068493150684932
GARRISON UFSD,2022,0.3,0.4,24.0,9.0,38.0,15.0,62.5,10.0,0.0,10.0,214.0,95.0,0.0,0.0,14.0,2.0,75.0,13.0,35378.0,36770.0,7.199999999999999,3.6,3.599999999999999,0.23999999999999994
PUTNAM VALLEY CSD,2022,0.06,0.0,118.0,3.0,3.0,115.0,97.45762711864407,16.0,1.0,17.0,1566.0,94.0,4.0,3.0,27.0,2.0,63.0,13.0,26455.0,27444.0,7.08,0.0,7.08,0.06156521739130435
BREWSTER CSD,2022,0.1,0.24,272.0,54.0,20.0,218.0,80.14705882352942,38.0,3.0,41.0,2968.0,92.0,13.0,3.0,47.0,3.0,45.0,14.0,26435.0,28830.0,27.200000000000003,12.959999999999999,14.240000000000004,0.06532110091743121
BERLIN CSD,2022,0.06,0.25,81.0,8.0,10.0,73.0,90.12345679012346,43.0,5.0,48.0,637.0,92.0,0.0,0.0,1.0,0.0,96.0,19.0,28416.0,29939.0,4.859999999999999,2.0,2.8599999999999994,0.039178082191780816
BRUNSWICK CSD (BRITTONKILL),2022,0.23,0.33,96.0,6.0,6.0,90.0,93.75,13.0,1.0,14.0,1087.0,92.0,0.0,1.0,5.0,1.0,90.0,11.0,17479.0,18628.0,22.080000000000002,1.98,20.1,0.22333333333333336
EAST GREENBUSH CSD,2022,0.08,0.22,354.0,23.0,6.0,331.0,93.50282485875707,19.0,2.0,21.0,4030.0,94.0,1.0,4.0,6.0,7.0,77.0,15.0,18399.0,19935.0,28.32,5.06,23.26,0.07027190332326284
HOOSICK FALLS CSD,2022,0.06,0.0,92.0,4.0,4.0,88.0,95.65217391304348,40.0,1.0,41.0,1018.0,91.0,1.0,0.0,4.0,0.0,91.0,17.0,18436.0,21057.0,5.52,0.0,5.52,0.06272727272727273
LANSINGBURGH CSD,2022,0.13,0.25,223.0,56.0,25.0,167.0,74.88789237668162,62.0,1.0,63.0,1947.0,86.0,2.0,18.0,14.0,1.0,56.0,22.0,18310.0,21442.0,28.990000000000002,14.0,14.990000000000002,0.08976047904191618
NORTH GREENBUSH COMN SD (WILLIAMS),2022,0.5,1.0,3.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,22.0,92.0,0.0,0.0,5.0,0.0,95.0,5.0,28544.0,38906.0,1.5,0.0,1.5,0.5
WYNANTSKILL UFSD,2022,0.25,0.67,28.0,6.0,21.0,22.0,78.57142857142857,18.0,1.0,19.0,325.0,95.0,1.0,1.0,1.0,2.0,90.0,9.0,17489.0,20380.0,7.0,4.0200000000000005,2.9799999999999995,0.13545454545454544
RENSSELAER CITY SD,2022,0.19,0.63,80.0,12.0,15.0,68.0,85.0,52.0,0.0,52.0,958.0,90.0,6.0,13.0,11.0,12.0,50.0,18.0,16638.0,20084.0,15.2,7.5600000000000005,7.639999999999999,0.11235294117647057
AVERILL PARK CSD,2022,0.12,0.13,187.0,13.0,7.0,174.0,93.04812834224599,20.0,2.0,22.0,2639.0,94.0,0.0,1.0,4.0,1.0,91.0,18.0,17954.0,19505.0,22.439999999999998,1.69,20.749999999999996,0.11925287356321837
HOOSIC VALLEY CSD,2022,0.07,0.13,94.0,14.0,15.0,80.0,85.1063829787234,31.0,1.0,32.0,875.0,93.0,0.0,1.0,2.0,0.0,94.0,19.0,19917.0,21212.0,6.580000000000001,1.82,4.760000000000001,0.05950000000000001
SCHODACK CSD,2022,0.2,0.53,71.0,7.0,10.0,64.0,90.14084507042254,18.0,0.0,18.0,877.0,93.0,1.0,1.0,4.0,0.0,93.0,15.0,22226.0,23439.0,14.200000000000001,3.71,10.490000000000002,0.16390625000000003
TROY CITY SD,2022,0.17,0.34,360.0,74.0,21.0,286.0,79.44444444444444,67.0,0.0,67.0,3436.0,88.0,3.0,30.0,18.0,1.0,39.0,19.0,20892.0,23704.0,61.2,25.16,36.040000000000006,0.12601398601398603
CLARKSTOWN CSD,2022,0.05,0.18,716.0,93.0,13.0,623.0,87.01117318435753,12.0,1.0,13.0,7764.0,94.0,4.0,5.0,25.0,14.0,53.0,18.0,24114.0,25152.0,35.800000000000004,16.74,19.060000000000006,0.03059390048154094
NANUET UFSD,2022,0.09,0.11,193.0,17.0,9.0,176.0,91.19170984455958,26.0,2.0,28.0,2208.0,94.0,7.0,9.0,32.0,15.0,42.0,14.0,27580.0,27984.0,17.37,1.87,15.5,0.08806818181818182
HAVERSTRAW-STONY POINT CSD (NORTH RO,2022,0.14,0.19,550.0,65.0,12.0,485.0,88.18181818181819,8.0,2.0,10.0,7643.0,95.0,15.0,14.0,62.0,3.0,19.0,14.0,23147.0,25517.0,77.00000000000001,12.35,64.65000000000002,0.13329896907216499
SOUTH ORANGETOWN CSD,2022,0.07,0.17,267.0,27.0,10.0,240.0,89.8876404494382,13.0,2.0,15.0,2775.0,94.0,5.0,2.0,20.0,9.0,65.0,14.0,28147.0,29202.0,18.69,4.590000000000001,14.100000000000001,0.058750000000000004
NYACK UFSD,2022,0.1,0.21,260.0,36.0,14.0,224.0,86.15384615384616,31.0,1.0,32.0,2735.0,94.0,8.0,15.0,30.0,7.0,41.0,15.0,26924.0,28229.0,26.0,7.56,18.44,0.08232142857142857
PEARL RIVER UFSD,2022,0.1,0.15,199.0,20.0,10.0,179.0,89.9497487437186,12.0,0.0,12.0,2289.0,95.0,3.0,2.0,17.0,4.0,75.0,13.0,26404.0,27623.0,19.900000000000002,3.0,16.900000000000002,0.09441340782122906
SUFFERN CSD,2022,0.08,0.16,360.0,14.0,4.0,346.0,96.11111111111111,36.0,2.0,38.0,3883.0,93.0,12.0,9.0,36.0,8.0,43.0,16.0,29011.0,30495.0,28.8,2.24,26.560000000000002,0.07676300578034682
EAST RAMAPO CSD (SPRING VALLEY),2022,0.12,0.22,710.0,145.0,20.0,565.0,79.5774647887324,75.0,2.0,77.0,9484.0,87.0,49.0,21.0,72.0,3.0,3.0,16.0,14157.0,24249.0,85.2,31.9,53.300000000000004,0.09433628318584071
BRASHER FALLS CSD,2022,0.06,0.17,86.0,12.0,14.0,74.0,86.04651162790698,54.0,3.0,57.0,949.0,93.0,0.0,0.0,1.0,0.0,93.0,17.0,19182.0,21849.0,5.16,2.04,3.12,0.04216216216216216
CANTON CSD,2022,0.13,0.29,95.0,5.0,5.0,90.0,94.73684210526315,39.0,3.0,42.0,1061.0,94.0,0.0,1.0,2.0,2.0,93.0,15.0,21898.0,24079.0,12.35,1.45,10.9,0.12111111111111111
CLIFTON-FINE CSD,2022,0.22,0.25,32.0,7.0,22.0,25.0,78.125,66.0,4.0,70.0,241.0,90.0,0.0,1.0,2.0,2.0,93.0,24.0,31197.0,33563.0,7.04,1.75,5.29,0.2116
COLTON-PIERREPONT CSD,2022,0.09,0.0,36.0,8.0,22.0,28.0,77.77777777777779,38.0,4.0,42.0,362.0,94.0,1.0,0.0,0.0,0.0,100.0,15.0,18187.0,21061.0,3.2399999999999998,0.0,3.2399999999999998,0.1157142857142857
GOUVERNEUR CSD,2022,0.11,0.14,127.0,33.0,26.0,94.0,74.01574803149606,56.0,6.0,62.0,1393.0,89.0,0.0,1.0,2.0,0.0,96.0,17.0,18431.0,20503.0,13.97,4.62,9.350000000000001,0.099468085106383
HAMMOND CSD,2022,0.11,0.0,27.0,1.0,4.0,26.0,96.29629629629629,49.0,2.0,51.0,224.0,93.0,0.0,1.0,0.0,0.0,97.0,14.0,29232.0,32432.0,2.97,0.0,2.97,0.11423076923076923
HERMON-DEKALB CSD,2022,0.11,0.0,36.0,7.0,19.0,29.0,80.55555555555556,50.0,6.0,56.0,357.0,91.0,0.0,3.0,2.0,0.0,95.0,18.0,20411.0,24364.0,3.96,0.0,3.96,0.13655172413793104
LISBON CSD,2022,0.19,0.17,49.0,20.0,41.0,29.0,59.183673469387756,31.0,7.0,38.0,544.0,94.0,2.0,1.0,2.0,1.0,95.0,12.0,20314.0,23165.0,9.31,3.4000000000000004,5.91,0.20379310344827586
MADRID-WADDINGTON CSD,2022,0.04,0.0,56.0,2.0,4.0,54.0,96.42857142857143,35.0,0.0,35.0,626.0,92.0,0.0,0.0,3.0,0.0,96.0,14.0,21414.0,23503.0,2.24,0.0,2.24,0.04148148148148149
MASSENA CSD,2022,0.11,0.26,189.0,23.0,12.0,166.0,87.83068783068782,50.0,2.0,52.0,2382.0,90.0,1.0,2.0,1.0,1.0,84.0,20.0,16322.0,19121.0,20.79,5.98,14.809999999999999,0.08921686746987952
MORRISTOWN CSD,2022,0.36,0.57,35.0,13.0,37.0,22.0,62.857142857142854,52.0,2.0,54.0,330.0,92.0,0.0,0.0,3.0,1.0,95.0,13.0,19861.0,23003.0,12.6,7.409999999999999,5.19,0.23590909090909093
NORWOOD-NORFOLK CSD,2022,0.18,0.2,87.0,20.0,23.0,67.0,77.01149425287356,52.0,2.0,54.0,963.0,89.0,0.0,1.0,1.0,0.0,97.0,17.0,18183.0,20467.0,15.66,4.0,11.66,0.17402985074626867
OGDENSBURG CITY SD,2022,0.12,0.09,129.0,18.0,14.0,111.0,86.04651162790698,47.0,0.0,47.0,1439.0,91.0,0.0,0.0,0.0,0.0,98.0,22.0,23560.0,26287.0,15.479999999999999,1.6199999999999999,13.86,0.12486486486486487
HEUVELTON CSD,2022,0.13,0.13,48.0,21.0,44.0,27.0,56.25,37.0,2.0,39.0,500.0,93.0,0.0,1.0,1.0,0.0,96.0,13.0,20111.0,25812.0,6.24,2.73,3.5100000000000002,0.13
PARISHVILLE-HOPKINTON CSD,2022,0.08,0.17,39.0,6.0,15.0,33.0,84.61538461538461,35.0,5.0,40.0,328.0,92.0,2.0,0.0,1.0,1.0,97.0,18.0,27514.0,30118.0,3.12,1.02,2.1,0.06363636363636364
POTSDAM CSD,2022,0.12,0.29,109.0,11.0,10.0,98.0,89.90825688073394,30.0,1.0,31.0,1232.0,92.0,1.0,1.0,3.0,3.0,91.0,17.0,18684.0,20163.0,13.08,3.19,9.89,0.10091836734693878
EDWARDS-KNOX CSD,2022,0.06,0.08,53.0,23.0,43.0,30.0,56.60377358490566,51.0,2.0,53.0,476.0,92.0,0.0,0.0,3.0,0.0,95.0,21.0,22126.0,24608.0,3.1799999999999997,1.84,1.3399999999999996,0.04466666666666665
BURNT HILLS-BALLSTON LAKE CSD,2022,0.11,0.27,292.0,44.0,15.0,248.0,84.93150684931507,17.0,1.0,18.0,3038.0,93.0,0.0,1.0,3.0,1.0,91.0,17.0,17953.0,19221.0,32.12,11.88,20.239999999999995,0.08161290322580643
SHENENDEHOWA CSD,2022,0.1,0.42,711.0,68.0,10.0,643.0,90.43600562587905,16.0,2.0,18.0,9447.0,94.0,3.0,3.0,8.0,11.0,72.0,12.0,16355.0,16982.0,71.10000000000001,28.56,42.540000000000006,0.06615863141524107
CORINTH CSD,2022,0.18,0.26,91.0,22.0,24.0,69.0,75.82417582417582,35.0,1.0,36.0,1043.0,86.0,0.0,0.0,2.0,0.0,96.0,12.0,16846.0,18431.0,16.38,5.720000000000001,10.659999999999998,0.15449275362318837
EDINBURG COMMON SD,2022,0.33,0.0,10.0,4.0,40.0,6.0,60.0,49.0,8.0,57.0,49.0,93.0,0.0,0.0,2.0,0.0,96.0,14.0,37733.0,40027.0,3.3000000000000003,0.0,3.3000000000000003,0.55
GALWAY CSD,2022,0.11,0.4,97.0,19.0,20.0,78.0,80.41237113402062,29.0,1.0,30.0,801.0,94.0,0.0,0.0,0.0,0.0,98.0,12.0,19897.0,20785.0,10.67,7.6000000000000005,3.0699999999999994,0.03935897435897435
MECHANICVILLE CITY SD,2022,0.17,0.22,95.0,12.0,13.0,83.0,87.36842105263159,38.0,1.0,39.0,1322.0,90.0,0.0,3.0,3.0,1.0,90.0,18.0,14563.0,16125.0,16.150000000000002,2.64,13.510000000000002,0.1627710843373494
BALLSTON SPA CSD,2022,0.06,0.04,357.0,21.0,6.0,336.0,94.11764705882352,30.0,1.0,31.0,4001.0,92.0,1.0,2.0,6.0,2.0,84.0,17.0,18213.0,19447.0,21.419999999999998,0.84,20.58,0.06124999999999999
SOUTH GLENS FALLS CSD,2022,0.13,0.38,213.0,15.0,7.0,198.0,92.95774647887323,32.0,1.0,33.0,2834.0,92.0,0.0,1.0,4.0,1.0,91.0,15.0,16045.0,17473.0,27.69,5.7,21.990000000000002,0.11106060606060607
SCHUYLERVILLE CSD,2022,0.03,0.22,133.0,9.0,7.0,124.0,93.23308270676691,28.0,2.0,30.0,1400.0,94.0,1.0,1.0,4.0,0.0,94.0,13.0,21273.0,22404.0,3.9899999999999998,1.98,2.01,0.016209677419354838
SARATOGA SPRINGS CITY SD,2022,0.14,0.53,481.0,48.0,10.0,433.0,90.02079002079002,22.0,1.0,23.0,5989.0,93.0,1.0,2.0,5.0,2.0,87.0,12.0,17203.0,18199.0,67.34,25.44,41.900000000000006,0.09676674364896075
STILLWATER CSD,2022,0.12,0.42,98.0,7.0,7.0,91.0,92.85714285714286,24.0,1.0,25.0,1039.0,87.0,0.0,1.0,3.0,1.0,94.0,12.0,17809.0,19803.0,11.76,2.94,8.82,0.09692307692307693
WATERFORD-HALFMOON UFSD,2022,0.03,0.0,77.0,5.0,6.0,72.0,93.5064935064935,33.0,0.0,33.0,723.0,91.0,2.0,2.0,3.0,2.0,88.0,17.0,21361.0,22967.0,2.31,0.0,2.31,0.03208333333333333
DUANESBURG CSD,2022,0.21,0.39,59.0,14.0,24.0,45.0,76.27118644067797,19.0,1.0,20.0,633.0,93.0,0.0,1.0,4.0,1.0,94.0,11.0,18900.0,20438.0,12.389999999999999,5.46,6.929999999999999,0.15399999999999997
SCOTIA-GLENVILLE CSD,2022,0.09,0.43,208.0,8.0,4.0,200.0,96.15384615384616,25.0,2.0,27.0,2269.0,91.0,1.0,4.0,5.0,2.0,89.0,15.0,20553.0,21672.0,18.72,3.44,15.28,0.0764
NISKAYUNA CSD,2022,0.11,0.29,343.0,46.0,13.0,297.0,86.58892128279884,19.0,1.0,20.0,4215.0,93.0,3.0,5.0,7.0,17.0,65.0,13.0,16427.0,17225.0,37.73,13.34,24.389999999999997,0.08212121212121211
SCHALMONT CSD,2022,0.13,0.5,149.0,11.0,7.0,138.0,92.61744966442953,25.0,2.0,27.0,1790.0,93.0,0.0,2.0,7.0,2.0,82.0,13.0,21304.0,21767.0,19.37,5.5,13.870000000000001,0.1005072463768116
ROTTERDAM-MOHONASEN CSD,2022,0.05,0.12,221.0,35.0,16.0,186.0,84.16289592760181,36.0,3.0,39.0,2711.0,91.0,2.0,5.0,9.0,3.0,74.0,14.0,15851.0,17879.0,11.05,4.2,6.8500000000000005,0.03682795698924732
SCHENECTADY CITY SD,2022,0.17,0.18,691.0,68.0,10.0,623.0,90.15918958031838,69.0,0.0,69.0,8866.0,83.0,5.0,28.0,23.0,22.0,19.0,17.0,17790.0,19994.0,117.47000000000001,12.24,105.23000000000002,0.16890850722311399
GILBOA-CONESVILLE CSD,2022,0.19,0.5,30.0,7.0,23.0,23.0,76.66666666666667,45.0,4.0,49.0,279.0,91.0,0.0,2.0,1.0,1.0,95.0,14.0,25746.0,28079.0,5.7,3.5,2.2,0.09565217391304348
JEFFERSON CSD,2022,0.38,0.63,27.0,15.0,56.0,12.0,44.44444444444444,45.0,3.0,48.0,152.0,91.0,0.0,0.0,3.0,0.0,94.0,20.0,29313.0,33157.0,10.26,9.45,0.8100000000000005,0.06750000000000005
MIDDLEBURGH CSD,2022,0.12,0.18,68.0,13.0,19.0,55.0,80.88235294117648,44.0,1.0,45.0,615.0,93.0,0.0,1.0,1.0,1.0,96.0,18.0,26672.0,29086.0,8.16,2.34,5.82,0.10581818181818183
COBLESKILL-RICHMONDVILLE CSD,2022,0.13,0.2,158.0,19.0,12.0,139.0,87.9746835443038,38.0,1.0,39.0,1547.0,90.0,1.0,2.0,6.0,1.0,90.0,16.0,20756.0,22180.0,20.54,3.8000000000000003,16.74,0.12043165467625898
